Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-24 00:00:00-04:00,66.62024801289759,66.62024801289759,63.6565318111333,63.774742126464844,1839100,0.0,0.0
2018-10-25 00:00:00-04:00,65.03283543002341,66.34160065690523,64.01115697299024,65.58167266845703,1652300,0.0,0.0
2018-10-26 00:00:00-04:00,62.440633349582896,66.94953454723867,62.440633349582896,65.9869613647461,2837000,0.0,0.0
2018-10-29 00:00:00-04:00,66.93265589518869,67.28729327080063,63.69875032137396,64.50089263916016,1894100,0.0,0.0
2018-10-30 00:00:00-04:00,64.5008927485194,67.02553645934833,64.16314624078144,66.72156524658203,1855300,0.0,0.0
2018-10-31 00:00:00-04:00,67.48992528025325,67.73479128857826,66.03762009541664,66.15583038330078,1984800,0.0,0.0
2018-11-01 00:00:00-04:00,67.49837768413518,69.01822716046519,66.67934457493455,68.96756744384766,1451600,0.0,0.0
2018-11-02 00:00:00-04:00,69.41507660104527,70.28476939948953,68.97601070623055,69.65994262695312,1726900,0.0,0.0
2018-11-05 00:00:00-05:00,70.09057115137601,70.29321645813205,68.36806993900423,69.24620819091797,1273400,0.0,0.0
2018-11-06 00:00:00-05:00,69.39818421894283,69.9976810652246,69.09421307970457,69.84569549560547,1209900,0.0,0.0
2018-11-07 00:00:00-05:00,70.53809115907579,71.18824788406458,69.55018791999794,71.09536743164062,1176400,0.0,0.0
2018-11-08 00:00:00-05:00,70.52964765426584,71.29802115588947,70.18346213828818,70.65630340576172,965300,0.0,0.0
2018-11-09 00:00:00-05:00,70.03991777885118,70.52964993139123,69.20400009915649,69.9301528930664,1310100,0.0,0.0
2018-11-12 00:00:00-05:00,70.14123110308695,70.29321669415884,68.79025165021346,68.92534637451172,856900,0.0,0.0
2018-11-13 00:00:00-05:00,68.78180203711973,69.71904538477939,67.94588455801008,68.07254028320312,1023200,0.0,0.0
2018-11-14 00:00:00-05:00,68.60448966445826,69.65149791835273,68.17386275634902,69.25464630126953,1583100,0.0,0.0
2018-11-15 00:00:00-05:00,68.65516278627398,70.31855915274252,68.42718757980427,69.9301528930664,904900,0.0,0.0
2018-11-16 00:00:00-05:00,69.75283651850586,70.52120359311515,69.26310437223927,70.23412322998047,752900,0.0,0.0
2018-11-19 00:00:00-05:00,70.10745569354299,70.48742289157244,68.77336066770995,69.08577728271484,962400,0.0,0.0
2018-11-20 00:00:00-05:00,67.9374255188397,68.28361733556797,66.6877722668887,67.53213500976562,994700,0.0,0.0
2018-11-21 00:00:00-05:00,68.10631582700412,69.03511374525796,67.65035907979345,67.78545379638672,944000,0.0,0.0
2018-11-23 00:00:00-05:00,66.95798875662067,67.2112937924922,65.50568335983466,65.55634307861328,940000,0.0,0.0
2018-11-26 00:00:00-05:00,65.9785277882916,67.0339815940193,65.86876291160829,67.00865173339844,1865600,0.0,0.0
2018-11-27 00:00:00-05:00,66.46827114183844,66.7806813983046,64.93997583410115,65.79277801513672,1123700,0.0,0.0
2018-11-28 00:00:00-05:00,65.99541204910479,66.789108851,64.90618305761204,66.77222442626953,1107000,0.0,0.0
2018-11-29 00:00:00-05:00,66.5189281320354,67.40551201906956,66.27406204474045,66.73846435546875,717100,0.0,0.0
2018-11-30 00:00:00-05:00,66.33315242412732,67.37172170484568,66.17272784143094,66.55268859863281,1307600,0.0,0.0
2018-12-03 00:00:00-05:00,68.46094469949624,70.07367447032692,67.56591565513021,68.3511734008789,1611900,0.0,0.0
2018-12-04 00:00:00-05:00,67.99655136398218,68.23297197328196,65.51412208237754,65.58167266845703,1236700,0.0,0.0
2018-12-06 00:00:00-05:00,64.26447442515739,64.28980428679778,62.52508854474091,63.94361877441406,1810100,0.0,0.0
2018-12-07 00:00:00-05:00,64.29823998735449,65.45501310700426,61.706045986257465,61.80736541748047,1710000,0.0,0.0
2018-12-10 00:00:00-05:00,61.29230160343233,62.06912038995316,60.211518090680755,61.40207290649414,1509000,0.0,0.0
2018-12-11 00:00:00-05:00,63.099248862085204,63.85917039691217,61.114990688766206,61.25853729248047,1276600,0.0,0.0
2018-12-12 00:00:00-05:00,62.39842929964512,63.03170157310165,61.13188475273208,61.24164962768555,2498600,0.0,0.0
2018-12-13 00:00:00-05:00,61.46117938517674,62.297096894872794,60.346620558256,60.75191116333008,1995800,0.0,0.0
2018-12-14 00:00:00-05:00,60.26645916183373,61.23739930579375,59.90022689714894,60.8967170715332,2584500,0.62,0.0
2018-12-17 00:00:00-05:00,60.726360992360995,61.87615750245515,59.69579575583303,60.0279655456543,1885400,0.0,0.0
2018-12-18 00:00:00-05:00,60.53899568225153,62.13167468350313,60.45382675938857,60.82857131958008,1713800,0.0,0.0
2018-12-19 00:00:00-05:00,61.04149056272314,62.18277480456495,59.80652506400133,60.12165069580078,1236300,0.0,0.0
2018-12-20 00:00:00-05:00,59.90021958880932,61.33107959974794,58.665247452538644,59.372161865234375,1572300,0.0,0.0
2018-12-21 00:00:00-05:00,59.37216080597915,61.0500152142374,58.83559074818971,58.90372848510742,3089200,0.0,0.0
2018-12-24 00:00:00-05:00,58.699311984357855,59.525464128757015,57.63468427208509,57.6517219543457,510200,0.0,0.0
2018-12-26 00:00:00-05:00,57.90722436537748,60.50491838777046,57.40472324188223,60.48788070678711,910700,0.0,0.0
