Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2018-10-23 00:00:00-04:00,,,,,0,0.48,0.0
2018-10-24 00:00:00-04:00,88.6952896118164,92.53602660895146,88.50233478066485,90.34000785086982,5724500,0.0,0.0
2018-10-25 00:00:00-04:00,90.00003051757812,90.76266647931317,87.98778339092898,89.1822666102315,4534900,0.0,0.0
2018-10-26 00:00:00-04:00,86.16849517822266,88.78717808472595,85.54368601016512,88.53909528733803,6600000,0.0,0.0
2018-10-29 00:00:00-04:00,85.32315063476562,87.79482285108486,84.17460510824785,87.16082347719406,4245000,0.0,0.0
2018-10-30 00:00:00-04:00,87.05056762695312,87.30784072408466,85.4426037597149,85.55286666284248,4913000,0.0,0.0
2018-10-31 00:00:00-04:00,87.49160766601562,89.63249827145926,87.32621682503358,88.04290813256715,5792000,0.0,0.0
2018-11-01 00:00:00-04:00,89.53142547607422,89.87139047433972,86.92192632605473,87.55592571658453,4626900,0.0,0.0
2018-11-02 00:00:00-04:00,88.96174621582031,91.06588256082414,88.02453610646815,90.43188315704228,4535500,0.0,0.0
2018-11-05 00:00:00-05:00,89.19145965576172,89.71519618552934,87.9234677968944,88.805550004389,3309700,0.0,0.0
2018-11-06 00:00:00-05:00,89.59573364257812,89.66923522218922,88.5115064789587,88.92498002866031,2432200,0.0,0.0
2018-11-07 00:00:00-05:00,92.43495178222656,92.49008673990558,89.03525948905886,90.13786050031155,6632600,0.0,0.0
2018-11-08 00:00:00-05:00,91.39667510986328,92.51765685143214,90.94644715158564,91.32316650152542,4918600,0.0,0.0
2018-11-09 00:00:00-05:00,88.96174621582031,91.01075461620516,88.60340055546514,90.918865361619,5187000,0.0,0.0
2018-11-12 00:00:00-05:00,87.88670349121094,89.73356662707606,87.6569943900892,88.75959527140738,6183400,0.0,0.0
2018-11-13 00:00:00-05:00,87.83159637451172,88.39208731968573,86.15931386879336,87.24354145009434,5196700,0.0,0.0
2018-11-14 00:00:00-05:00,87.2067642211914,89.49466484534562,86.7289653777317,88.82391120323824,4380800,0.0,0.0
2018-11-15 00:00:00-05:00,86.07660675048828,86.77492447889063,84.14705143190702,86.47170674035411,6747700,0.0,0.0
2018-11-16 00:00:00-05:00,85.68150329589844,85.88364844674858,84.54214800312121,85.30477696746567,4090600,0.0,0.0
2018-11-19 00:00:00-05:00,83.93573760986328,86.2787741794515,83.22823638082706,85.73665683939643,5898000,0.0,0.0
2018-11-20 00:00:00-05:00,79.18534088134766,82.3461411249172,77.87140422290261,78.8913134407947,10061000,0.0,0.0
2018-11-21 00:00:00-05:00,81.19759368896484,81.794831876887,79.2129032479609,79.52531134041537,7344500,0.0,0.0
2018-11-23 00:00:00-05:00,80.68302154541016,81.4089031381736,80.43493880340598,80.8759763470057,3008400,0.0,0.0
2018-11-26 00:00:00-05:00,82.061279296875,82.21748681765678,80.21442312041576,81.47322454265431,5151100,0.0,0.0
2018-11-27 00:00:00-05:00,84.20217895507812,84.20217895507812,81.87752365838081,81.87752365838081,5608100,0.0,0.0
2018-11-28 00:00:00-05:00,86.0857925415039,86.1317301596642,83.26496481235104,84.56971093889311,6964000,0.0,0.0
2018-11-29 00:00:00-05:00,85.63557434082031,85.9571727815799,84.49621883950775,85.7734012425505,5398800,0.0,0.0
2018-11-30 00:00:00-05:00,86.71060180664062,86.8576119992824,84.95562075149395,85.40584866730232,6881000,0.0,0.0
2018-12-03 00:00:00-05:00,86.63709259033203,88.26343007639592,86.2236119679942,87.73969356290084,5645500,0.0,0.0
2018-12-04 00:00:00-05:00,82.99849700927734,87.38134372784901,82.63096103256542,86.848416912125,6114000,0.0,0.0
2018-12-06 00:00:00-05:00,83.56817626953125,83.63249454366174,80.37981952601599,81.62943070767022,5954300,0.0,0.0
2018-12-07 00:00:00-05:00,82.14398956298828,84.79942665077853,81.82239817020802,83.03526214452687,4968600,0.0,0.0
2018-12-10 00:00:00-05:00,82.17154693603516,82.95255654437078,80.21442775135893,82.45638400244594,3262700,0.0,0.0
2018-12-11 00:00:00-05:00,82.21749114990234,84.60646459107562,81.77644655591426,83.01687439939211,4137000,0.0,0.0
