Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2018-10-23 00:00:00-04:00,,,,,0,0.5,0.0
2018-10-24 00:00:00-04:00,60.445804595947266,62.83558479427713,60.24666009958683,62.45460352332581,6936900,0.0,0.0
2018-10-25 00:00:00-04:00,61.1904411315918,61.588736697295936,60.22068031283395,60.67958592971045,9234600,0.0,0.0
2018-10-26 00:00:00-04:00,60.71421813964844,61.3030042954716,59.89164565104265,60.610312368856185,8538100,0.0,0.0
2018-10-29 00:00:00-04:00,61.07786178588867,61.926402228481955,60.16005084830875,61.614698213038096,6262100,0.0,0.0
2018-10-30 00:00:00-04:00,62.679710388183594,62.748980890232374,60.89603789941872,61.50213827734892,7205900,0.0,0.0
2018-10-31 00:00:00-04:00,62.679710388183594,63.51093659477301,61.8744589683628,63.017395828173086,7671300,0.0,0.0
2018-11-01 00:00:00-04:00,64.42877197265625,64.4893820271385,62.87021827739761,62.982777919721656,6424100,0.0,0.0
2018-11-02 00:00:00-04:00,63.285823822021484,64.8616983417413,62.56716368450095,64.80108168544436,5894700,0.0,0.0
2018-11-05 00:00:00-05:00,63.80535888671875,64.61926449596,63.363767513980605,63.554258169122605,6413500,0.0,0.0
2018-11-06 00:00:00-05:00,67.45063781738281,67.61514707285345,64.29024081953212,64.50670627683694,12828500,0.0,0.0
2018-11-07 00:00:00-05:00,68.20391082763672,70.3772251499969,67.9961059070204,68.42037621336185,12356200,0.0,0.0
2018-11-08 00:00:00-05:00,69.3122329711914,69.34686162653234,67.75367924082333,67.87489935251855,7924300,0.0,0.0
2018-11-09 00:00:00-05:00,69.12171936035156,69.66720968165592,68.52427286130505,69.38147382506858,5761300,0.0,0.0
2018-11-12 00:00:00-05:00,69.56331634521484,70.21271253188489,68.79270006551303,69.12173169459895,5682500,0.0,0.0
2018-11-13 00:00:00-05:00,69.96161651611328,70.61966654375436,69.38148425179891,70.10015093024845,6657100,0.0,0.0
2018-11-14 00:00:00-05:00,69.19965362548828,71.1305277923929,68.71477327046264,70.22137052072044,8673300,0.0,0.0
2018-11-15 00:00:00-05:00,69.13038635253906,69.50270710143674,67.40732363368687,68.73209081283451,6859700,0.0,0.0
2018-11-16 00:00:00-05:00,68.68880462646484,69.64991156330912,68.62819457666386,68.90527003375409,6568400,0.0,0.0
2018-11-19 00:00:00-05:00,68.013427734375,69.32953439030436,67.51988691265157,68.81001877891117,6155700,0.0,0.0
2018-11-20 00:00:00-05:00,65.38988494873047,67.34673460764215,65.19940088802377,66.75794827690774,10232600,0.0,0.0
2018-11-21 00:00:00-05:00,65.0175552368164,66.28171919732365,64.90499558816887,65.92671271112621,6889400,0.0,0.0
2018-11-23 00:00:00-05:00,65.09547424316406,65.69292085090488,64.36814707643616,64.75778875339742,2439700,0.0,0.0
2018-11-26 00:00:00-05:00,67.3986587524414,68.32513693718572,66.23840746575104,66.28170318492575,14719200,0.0,0.0
2018-11-27 00:00:00-05:00,68.83599853515625,68.90526904993978,66.71464021640988,67.5285456441167,11905200,0.0,0.0
2018-11-28 00:00:00-05:00,69.5027084350586,70.6976016830996,69.07843809640626,69.80576528295293,19884000,0.0,0.0
2018-11-29 00:00:00-05:00,69.26892852783203,69.97027431525639,69.01782786919865,69.86637515030452,10092000,0.0,0.0
2018-11-30 00:00:00-05:00,69.4421157836914,69.47675104944206,68.12600871517421,69.06114107243725,15921500,0.0,0.0
2018-12-03 00:00:00-05:00,68.85330963134766,69.84905176515679,68.54160554144177,69.44209576739135,16494800,0.0,0.0
2018-12-04 00:00:00-05:00,68.32511901855469,69.58927573613288,68.03072273857208,68.7926783118254,13333700,0.0,0.0
2018-12-06 00:00:00-05:00,66.29902648925781,67.58915850222256,63.97851699556275,67.45062407289757,15678500,0.0,0.0
2018-12-07 00:00:00-05:00,64.15169525146484,66.1345194938701,63.8053558288971,65.97866411131419,10556300,0.0,0.0
2018-12-10 00:00:00-05:00,63.502296447753906,64.26425900207924,61.91777449391989,64.16901368278857,10798500,0.0,0.0
2018-12-11 00:00:00-05:00,63.56290054321289,65.29462367009842,62.87020865005889,64.71449140203217,10488200,0.0,0.0
2018-12-12 00:00:00-05:00,64.50666809082031,65.5197242458676,64.18629702549872,64.4200832803543,10141800,0.0,0.0
2018-12-13 00:00:00-05:00,63.52827835083008,64.56730979821036,62.61912087987171,64.38547962521885,10693900,0.0,0.0
2018-12-14 00:00:00-05:00,62.238121032714844,63.588869438552614,62.00434133889613,62.98276243672831,10624700,0.0,0.0
2018-12-17 00:00:00-05:00,61.2077522277832,62.32471436789146,60.82677104963801,61.47616718184055,9481500,0.0,0.0
2018-12-18 00:00:00-05:00,60.22934341430664,61.831192995071035,59.5020226886416,61.79655773108682,9711800,0.0,0.0
2018-12-19 00:00:00-05:00,59.389427185058594,61.14713128523479,59.0171131440632,60.44577909541152,11042700,0.0,0.0
2018-12-20 00:00:00-05:00,57.5624885559082,59.432746387370656,57.05162671926767,58.96518027800492,12921400,0.0,0.0
2018-12-21 00:00:00-05:00,55.1553840637207,58.44565745228649,55.138066435523,57.103569342463736,19254500,0.0,0.0
2018-12-24 00:00:00-05:00,54.480003356933594,55.79611652088942,54.384761367567876,55.01683985881017,6314200,0.0,0.0
2018-12-26 00:00:00-05:00,56.63600540161133,56.63600540161133,53.73536731718276,54.57525074862064,9480400,0.0,0.0
2018-12-27 00:00:00-05:00,56.488807678222656,56.48880767822265,54.384767075768444,55.99526684143712,8673300,0.0,0.0
2018-12-28 00:00:00-05:00,56.445526123046875,57.35467694100177,56.15112971104208,56.97370228652564,7627600,0.0,0.0
2018-12-31 00:00:00-05:00,56.73125457763672,57.21614161231764,56.06454398820099,56.66199066353978,7627200,0.0,0.0
2019-01-02 00:00:00-05:00,56.783206939697266,57.0343076036087,55.796125215907466,56.15978551288267,7322400,0.0,0.0
2019-01-03 00:00:00-05:00,56.48016357421875,57.060289348080694,55.96930171822037,56.49747790218446,7001800,0.0,0.0
2019-01-04 00:00:00-05:00,57.85687255859375,58.38504866956294,57.103570579178715,57.22479067618806,7214800,0.0,0.0
2019-01-07 00:00:00-05:00,59.406768798828125,60.04750457515095,57.770290796030515,58.3504165206201,8908100,0.0,0.0
2019-01-08 00:00:00-05:00,59.337501525878906,60.38519339513513,58.2378600682961,59.562627418628345,10335000,0.0,0.0
2019-01-09 00:00:00-05:00,57.18149948120117,59.467373521733776,56.5494176217662,59.37212821954495,14981000,0.0,0.0
2019-01-10 00:00:00-05:00,56.75722885131836,57.38930410134854,55.90002113623698,57.164178242296906,15503500,0.0,0.0
2019-01-11 00:00:00-05:00,56.98235321044922,56.99101367665021,55.72685645731159,56.43686274778945,11396300,0.0,0.0
2019-01-14 00:00:00-05:00,56.57540512084961,56.95638641518565,56.19443043251465,56.61004038451662,9276000,0.0,0.0
2019-01-15 00:00:00-05:00,55.190025329589844,56.125154233089845,54.67050633608966,56.00393412550653,15501500,0.0,0.0
2019-01-16 00:00:00-05:00,55.34587097167969,55.84807227681812,55.12940557525791,55.250628971773956,13551200,0.0,0.0
2019-01-17 00:00:00-05:00,54.86965560913086,55.49307379396424,54.783070759376315,55.38917461665903,12599200,0.0,0.0
2019-01-18 00:00:00-05:00,56.73125457763672,56.757235977173515,55.67490887315419,55.97795914107952,15600000,0.0,0.0
2019-01-22 00:00:00-05:00,56.211734771728516,56.94771582735529,55.93465931763373,56.618690789992705,8492600,0.0,0.0
2019-01-23 00:00:00-05:00,57.242103576660156,57.42393369666329,56.19441196749985,56.540757884362506,9101400,0.0,0.0
2019-01-24 00:00:00-05:00,56.692466735839844,57.2595605408759,56.32602839294769,57.146143111137306,7039900,0.5,0.0
2019-01-25 00:00:00-05:00,57.10251998901367,57.41660620761065,56.83205944491092,57.20721761399379,8625700,0.0,0.0
2019-01-28 00:00:00-05:00,56.91930389404297,56.93675682630334,55.471023364569284,56.80588645972393,8642000,0.0,0.0
2019-01-29 00:00:00-05:00,57.18103790283203,57.71323911635078,56.866951722514656,57.11123949468538,7293600,0.0,0.0
2019-01-30 00:00:00-05:00,57.54747772216797,58.15820389554731,57.38170814339674,57.835391204346365,7340600,0.0,0.0
2019-01-31 00:00:00-05:00,57.18975830078125,57.940074467901724,57.18975830078125,57.538736991806886,10883200,0.0,0.0
2019-02-01 00:00:00-05:00,56.901859283447266,57.33808941391669,54.860302139723466,56.273686830556315,16742500,0.0,0.0
2019-02-04 00:00:00-05:00,57.50386428833008,57.512584099175015,56.59650473464516,56.92803726804489,7151900,0.0,0.0
2019-02-05 00:00:00-05:00,57.29446029663086,57.91390624592585,57.050172503257414,57.79176234923913,6763900,0.0,0.0
2019-02-06 00:00:00-05:00,57.608543395996094,57.83538490175091,57.02399668534212,57.093795095780955,6494600,0.0,0.0
2019-02-07 00:00:00-05:00,57.364261627197266,57.69579412700996,56.66629076235177,57.55620394784695,6306600,0.0,0.0
2019-02-08 00:00:00-05:00,56.71864318847656,57.32063623967479,56.151542689986584,57.137420384410675,7754000,0.0,0.0
2019-02-11 00:00:00-05:00,56.797157287597656,57.346811469775254,56.718639065196875,57.0152723360572,9654800,0.0,0.0
2019-02-12 00:00:00-05:00,58.463565826416016,58.8038248065996,56.97165953107021,57.09380343901592,7868000,0.0,0.0
2019-02-13 00:00:00-05:00,59.14408493041992,59.466897639857784,58.56825793353248,58.74275398850317,9738200,0.0,0.0
2019-02-14 00:00:00-05:00,59.05683517456055,59.466892548202004,58.254166703108986,58.85616639261183,6988200,0.0,0.0
2019-02-15 00:00:00-05:00,60.66215896606445,60.95879890673257,59.19642550763161,59.55413739838679,10245400,0.0,0.0
2019-02-19 00:00:00-05:00,60.967506408691406,61.351390963938194,60.4440317055725,61.255419825126495,13091900,0.0,0.0
2019-02-20 00:00:00-05:00,56.029388427734375,56.87567578583289,55.22672340879977,55.54953271241802,43365600,0.0,0.0
2019-02-21 00:00:00-05:00,54.397884368896484,55.96831516712374,54.05762547200427,55.86361756179455,26490600,0.0,0.0
2019-02-22 00:00:00-05:00,54.048912048339844,54.397894144303386,53.36839080409336,54.21467829430965,20182900,0.0,0.0
2019-02-25 00:00:00-05:00,53.42073440551758,54.34554335955003,53.3945616661204,54.197223403899585,12853900,0.0,0.0
2019-02-26 00:00:00-05:00,52.940887451171875,53.72610299579629,52.862365896709434,53.438189520043444,12273600,0.0,0.0
2019-02-27 00:00:00-05:00,51.03892517089844,52.77512255136389,51.00402596176395,52.72277373766216,20986500,0.0,0.0
2019-02-28 00:00:00-05:00,50.45436477661133,51.291925600743724,50.21880017079205,51.073810594781904,17121000,0.0,0.0
2019-03-01 00:00:00-05:00,50.71611785888672,51.248319171120166,50.655045904516186,50.733567464160004,14432800,0.0,0.0
2019-03-04 00:00:00-05:00,48.82286834716797,51.082540229543504,48.683274858719614,50.92549713901769,17836000,0.0,0.0
2019-03-05 00:00:00-05:00,47.95040512084961,49.03225708270335,47.4356535413514,48.98863474440779,27776100,0.0,0.0
2019-03-06 00:00:00-05:00,47.11284637451172,47.99402962934336,47.11284637451172,47.75846832626148,15876800,0.0,0.0
2019-03-07 00:00:00-05:00,45.68201446533203,47.40948518105828,45.51624490506482,47.234992483595036,23030200,0.0,0.0
2019-03-08 00:00:00-05:00,46.17931365966797,46.327630280110675,45.30685355399228,45.42027429961805,21748300,0.0,0.0
2019-03-11 00:00:00-04:00,46.89473342895508,47.016877318402145,45.638392001279186,46.32763299575498,14770200,0.0,0.0
2019-03-12 00:00:00-04:00,47.67995071411133,47.92423850229308,46.868562471168794,47.13029986253088,16681400,0.0,0.0
2019-03-13 00:00:00-04:00,49.35507583618164,49.66043559092767,48.25577739092422,48.51751479901678,22936500,0.0,0.0
2019-03-14 00:00:00-04:00,48.753074645996094,50.08793762505042,48.56985548308615,49.68660675043128,15216100,0.0,0.0
2019-03-15 00:00:00-04:00,48.5087776184082,49.02352918283557,48.22086753155004,48.787964569131084,24262200,0.0,0.0
2019-03-18 00:00:00-04:00,49.44232177734375,49.66043684428775,48.473893675776694,48.51751602353114,12752900,0.0,0.0
2019-03-19 00:00:00-04:00,49.808746337890625,50.201354041397394,49.27654515404491,49.46848743757513,12367400,0.0,0.0
2019-03-20 00:00:00-04:00,48.99736022949219,49.642982182996114,48.692000518614726,49.57318377584056,11405800,0.0,0.0
2019-03-21 00:00:00-04:00,50.0792236328125,50.26243950100809,48.66583552000426,48.918849811229784,10452700,0.0,0.0
2019-03-22 00:00:00-04:00,48.892677307128906,49.97452624403737,48.78797967206911,49.82620958662734,10204200,0.0,0.0
2019-03-25 00:00:00-04:00,47.941688537597656,48.97119183731665,47.4618360944134,48.68327837450318,12968600,0.0,0.0
2019-03-26 00:00:00-04:00,48.32556915283203,49.00608703265494,48.05510862529805,48.31684601537059,11730900,0.0,0.0
2019-03-27 00:00:00-04:00,47.15647506713867,47.48801088854485,46.09207584289517,47.06050390871807,21327300,0.0,0.0
2019-03-28 00:00:00-04:00,46.55447769165039,47.63632649649006,46.458506535314115,47.26989480302967,11564900,0.0,0.0
2019-03-29 00:00:00-04:00,47.0517692565918,47.08666845623568,46.49339537497311,46.72023351631663,11361500,0.0,0.0
2019-04-01 00:00:00-04:00,47.27861404418945,47.409484397165855,46.63299540087322,47.2524413048627,10790100,0.0,0.0
2019-04-02 00:00:00-04:00,45.481346130371094,46.170587082771895,45.1672599605828,45.96119852169381,22104400,0.0,0.0
2019-04-03 00:00:00-04:00,46.057167053222656,46.3014548033481,45.647109762794095,45.734354436932904,17437400,0.0,0.0
2019-04-04 00:00:00-04:00,46.589378356933594,46.64172384153928,46.06590021367478,46.1356986307113,11058000,0.0,0.0
2019-04-05 00:00:00-04:00,47.165199279785156,47.28734317442218,46.68534351060895,46.77259152690077,10002100,0.0,0.0
2019-04-08 00:00:00-04:00,47.24371337890625,47.54034993116876,46.886004888957714,47.07794383818335,8374100,0.0,0.0
2019-04-09 00:00:00-04:00,46.86856460571289,47.40076587835114,46.632999944307194,47.20009709672389,9275800,0.0,0.0
2019-04-10 00:00:00-04:00,46.99943542480469,47.01688503018372,46.27529510652045,46.8511187713408,11853400,0.0,0.0
2019-04-11 00:00:00-04:00,45.96992874145508,47.43566220752895,45.77798975225443,47.09540324722103,11354700,0.0,0.0
2019-04-12 00:00:00-04:00,46.074623107910156,46.49340359314782,45.873957666744495,46.19676700008304,10024700,0.0,0.0
2019-04-15 00:00:00-04:00,47.30479049682617,47.63632295823532,46.6766181224992,46.86856042091497,17590400,0.0,0.0
2019-04-16 00:00:00-04:00,47.02560806274414,47.836996348668976,46.53702913232727,47.74974832814542,12943200,0.0,0.0
2019-04-17 00:00:00-04:00,45.83905792236328,47.243719322190834,45.36792863394197,47.09539936331535,22106000,0.0,0.0
2019-04-18 00:00:00-04:00,45.917579650878906,46.37998247568098,45.594766991893096,45.75181008865067,15930600,0.0,0.0
2019-04-22 00:00:00-04:00,46.18183135986328,46.47250297252401,45.96162426902285,46.18183135986328,9122500,0.5,0.0
2019-04-23 00:00:00-04:00,46.64866638183594,47.274053674047664,45.891153499396566,46.24348616660806,14102400,0.0,0.0
2019-04-24 00:00:00-04:00,46.62223815917969,46.780787508286906,46.29633265716731,46.675089062246435,9599200,0.0,0.0
2019-04-25 00:00:00-04:00,46.8864860534668,47.29166623088952,46.34037349432778,46.51653981149641,8503000,0.0,0.0
2019-04-26 00:00:00-04:00,47.15073776245117,47.230012443751804,46.622242127175795,46.88648994481348,9084500,0.0,0.0
2019-04-29 00:00:00-04:00,47.5559196472168,47.95228967957102,46.38441643843816,46.816023768012705,9731200,0.0,0.0
2019-04-30 00:00:00-04:00,47.89944839477539,48.34866939153674,47.08027773001033,48.11965549046291,13911200,0.0,0.0
2019-05-01 00:00:00-04:00,50.497886657714844,50.867832920656696,49.51135656968348,50.075086128505276,26243000,0.0,0.0
2019-05-02 00:00:00-04:00,49.96938705444336,50.53311660625026,48.94762640177007,50.39218421829853,14489700,0.0,0.0
2019-05-03 00:00:00-04:00,49.90773391723633,50.50669746093112,49.352811118793966,50.21602249409682,11035600,0.0,0.0
2019-05-06 00:00:00-04:00,49.85487747192383,49.872494440087635,48.806693066875475,49.29995809518282,10689500,0.0,0.0
