Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-24 00:00:00-04:00,90.01772155740721,90.2497231051485,88.42806286965249,88.75458526611328,23168900,0.0,0.0
2018-10-25 00:00:00-04:00,89.51932245972269,90.99727737867262,89.12405651373057,90.10363006591797,17464700,0.0,0.0
2018-10-26 00:00:00-04:00,89.36466868789314,89.84586095991006,88.27339148363963,88.86628723144531,19174900,0.0,0.0
2018-10-29 00:00:00-04:00,89.75993763241608,91.624564303047,89.10688627355685,90.09505462646484,18445200,0.0,0.0
2018-10-30 00:00:00-04:00,90.83402659847512,91.92531032625863,90.10364361980078,91.68470764160156,18019700,0.0,0.0
2018-10-31 00:00:00-04:00,92.87050805336247,94.93277079634085,92.62131734365963,93.67822265625,20860000,0.0,0.0
2018-11-01 00:00:00-04:00,94.1937880609001,94.70935207925612,93.07672722466857,93.64385223388672,13065000,0.0,0.0
2018-11-02 00:00:00-04:00,94.43439086770726,95.21632826396127,92.363533500461,93.12828826904297,19009200,0.0,0.0
2018-11-05 00:00:00-05:00,93.32593177850084,93.91023950093489,93.16266730207344,93.7383804321289,10276400,0.0,0.0
2018-11-06 00:00:00-05:00,93.37748621245267,94.23676188914203,92.59554875565699,94.1766128540039,10825000,0.0,0.0
2018-11-07 00:00:00-05:00,94.83824916454344,96.00686449061713,93.96178439211191,95.79204559326172,12679600,0.0,0.0
2018-11-08 00:00:00-05:00,95.38818814016156,97.03799575248253,95.37959354837527,96.56539154052734,11662500,0.0,0.0
2018-11-09 00:00:00-05:00,96.43651305115029,96.54821653017439,95.2335257805123,95.62879180908203,10432200,0.0,0.0
2018-11-12 00:00:00-05:00,95.74046865223268,96.18729555552416,93.3173121559254,93.61805725097656,13279700,0.0,0.0
2018-11-13 00:00:00-05:00,93.74697129710134,95.48271176638592,93.74697129710134,94.16801452636719,13746100,0.0,0.0
2018-11-14 00:00:00-05:00,94.71795970669417,95.13040835584475,91.06603812006448,92.22605895996094,18361400,0.0,0.0
2018-11-15 00:00:00-05:00,93.00799876880737,94.58906944601902,91.77923427094976,94.58047485351562,19100000,0.0,0.0
2018-11-16 00:00:00-05:00,94.0477015604235,95.17335693180546,93.27435884920541,94.51171112060547,13798600,0.0,0.0
2018-11-19 00:00:00-05:00,94.48592563436458,95.5514253335133,94.11643693669389,95.2334976196289,13987000,0.0,0.0
2018-11-20 00:00:00-05:00,94.33126884114743,94.94135369502875,92.78457678441727,93.18843078613281,18936200,0.0,0.0
2018-11-21 00:00:00-05:00,93.68683201306507,94.1852135110167,92.49243927001953,92.49243927001953,10619600,0.0,0.0
2018-11-23 00:00:00-05:00,91.71910108781677,92.27763169351728,91.13479325590389,91.64176940917969,6488400,0.0,0.0
2018-11-26 00:00:00-05:00,92.56116762424055,94.50313229368177,92.32915954366773,93.88445281982422,13948300,0.0,0.0
2018-11-27 00:00:00-05:00,93.45482785732538,94.54610512218316,93.34311781957975,94.27973175048828,9238200,0.0,0.0
2018-11-28 00:00:00-05:00,94.34846737689239,95.72330708220217,93.54934077384469,95.32804107666016,13977300,0.0,0.0
2018-11-29 00:00:00-05:00,94.7523159828525,95.20773755026053,94.21097472374815,94.57186889648438,11144300,0.0,0.0
2018-11-30 00:00:00-05:00,94.39144422956117,95.65458068990509,94.1594426507703,95.54287719726562,18652700,0.0,0.0
2018-12-03 00:00:00-05:00,96.56538166786221,97.0036140236209,96.01544585331297,96.44508361816406,16034500,0.0,0.0
2018-12-04 00:00:00-05:00,95.8951752937097,95.8951752937097,91.71050646012992,92.14014434814453,23555900,0.0,0.0
2018-12-06 00:00:00-05:00,90.23253715320077,90.53328231725403,88.40227583699262,90.38720703125,27213900,0.0,0.0
2018-12-07 00:00:00-05:00,90.36143313859142,91.92531460501412,88.42806286965249,88.75458526611328,19248600,0.0,0.0
2018-12-10 00:00:00-05:00,88.39369189414668,88.92643862206847,85.30888878235216,87.09618377685547,23636400,0.0,0.0
2018-12-11 00:00:00-05:00,88.61710255120786,89.07252418916633,86.10801902480266,86.2455062866211,16860700,0.0,0.0
2018-12-12 00:00:00-05:00,87.35396619290944,88.41946616899666,85.97911990095474,86.80402374267578,22621500,0.0,0.0
2018-12-13 00:00:00-05:00,87.25943473265004,87.62032889030198,86.50326805290062,86.88994598388672,17250900,0.0,0.0
2018-12-14 00:00:00-05:00,85.91895727581034,87.59454847066036,85.80725381845444,86.17674255371094,19879500,0.0,0.0
2018-12-17 00:00:00-05:00,85.72994153901749,86.40877019074358,84.58710973595075,85.07689666748047,25113500,0.0,0.0
2018-12-18 00:00:00-05:00,85.42917958602563,86.69231578184132,84.31212522630453,84.67301940917969,20837200,0.0,0.0
2018-12-19 00:00:00-05:00,84.56130603074102,86.42593231284513,83.00601290074353,83.59891510009766,28767900,0.0,0.0
2018-12-20 00:00:00-05:00,83.01461584317747,84.44960451492943,82.22408386834134,82.87712860107422,31825200,0.0,0.0
2018-12-21 00:00:00-05:00,83.07475199701199,84.5784840567541,80.50552019912016,80.91796875,41313900,0.0,0.0
2018-12-24 00:00:00-05:00,79.81811703545169,80.96095525814543,79.17366027832031,79.17366027832031,17009300,0.0,0.0
2018-12-26 00:00:00-05:00,79.64627900574857,82.45610809326172,78.28862161712863,82.45610809326172,22542900,0.0,0.0
2018-12-27 00:00:00-05:00,81.47652396836972,83.478637980659,80.38524668233744,83.38411712646484,20304700,0.0,0.0
2018-12-28 00:00:00-05:00,84.16605126471875,84.48398563028452,82.86854969216685,83.20366668701172,17963300,0.0,0.0
2018-12-31 00:00:00-05:00,83.85670066181655,84.9050179177916,83.15209494881317,83.88248443603516,13237200,0.0,0.0
2019-01-02 00:00:00-05:00,82.44748191686263,85.7385086677834,82.4388938819712,85.33464813232422,15670900,0.0,0.0
2019-01-03 00:00:00-05:00,85.44729289900225,85.66385639613253,83.75810026498347,84.1219253540039,16286400,0.8,0.0
2019-01-04 00:00:00-05:00,85.8544236505806,87.4310054675627,85.1354313350192,87.22310638427734,16935200,0.0,0.0
2019-01-07 00:00:00-05:00,86.99786423004709,87.89876892160576,86.37416047366095,87.28372955322266,15430700,0.0,0.0
2019-01-08 00:00:00-05:00,88.03736749831715,88.20195782805955,86.23556469525975,87.119140625,13578800,0.0,0.0
