Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-24 00:00:00-04:00,339.99662693093416,340.38210284459115,331.22708999884827,331.7352294921875,1229800,0.0,0.0
2018-10-25 00:00:00-04:00,333.61000451544237,347.522107116508,333.10189178121186,343.38702392578125,1393000,0.0,0.0
2018-10-26 00:00:00-04:00,338.3057772543787,343.2993983376058,335.61621540398767,338.9803466796875,1006300,0.0,0.0
2018-10-29 00:00:00-04:00,344.81498619356165,348.60841284806077,336.55359026236664,342.23931884765625,952600,0.0,0.0
2018-10-30 00:00:00-04:00,343.75497910712005,355.8711080791373,342.423325415023,353.7860412597656,1489700,0.0,0.0
2018-10-31 00:00:00-04:00,358.1926745747149,365.5692514902618,356.31788450759484,360.4354553222656,1415200,0.0,0.0
2018-11-01 00:00:00-04:00,362.46800119357647,365.56055118136635,359.2528143582276,361.8109436035156,1021600,0.0,0.0
2018-11-02 00:00:00-04:00,365.29767570912605,367.23379758723155,355.66960204212324,358.9811706542969,869900,0.0,0.0
2018-11-05 00:00:00-05:00,358.7797015401129,361.4867754227906,357.65832439710334,360.0675354003906,761400,0.0,0.0
2018-11-06 00:00:00-05:00,361.2940226912606,362.6782388376213,359.4717949343264,362.1963806152344,882100,0.0,0.0
2018-11-07 00:00:00-05:00,365.85841073095764,372.33263095890493,359.48057285125594,372.0960998535156,1078300,0.0,0.0
2018-11-08 00:00:00-05:00,369.3802327681097,372.6830323869138,367.6894111103414,369.16998291015625,698800,0.0,0.0
2018-11-09 00:00:00-05:00,361.8196330459469,367.62802513745305,358.2715335372483,362.65191650390625,617100,0.0,0.0
2018-11-12 00:00:00-05:00,361.7758723837762,361.7758723837762,354.6445954407964,355.17901611328125,577400,0.0,0.0
2018-11-13 00:00:00-05:00,358.122703458884,362.69582581026935,356.0901986947695,356.8348693847656,582900,0.0,0.0
2018-11-14 00:00:00-05:00,359.6469581579781,361.7758446266853,348.10904424540485,352.165283203125,746900,0.0,0.0
2018-11-15 00:00:00-05:00,347.9864257368405,357.2465630644361,345.8137725866614,356.4580993652344,685200,0.0,0.0
2018-11-16 00:00:00-05:00,354.0664044632361,360.3216051376536,350.84244851905106,360.0675354003906,738100,0.0,0.0
2018-11-19 00:00:00-05:00,359.2789944682716,361.1537843616401,351.8410864619827,357.2464904785156,725500,0.0,0.0
2018-11-20 00:00:00-05:00,351.219168911989,357.83356451356457,348.0127247513717,352.9888610839844,632300,0.0,0.0
2018-11-21 00:00:00-05:00,357.4743788083183,361.25026761250166,353.29547543333365,357.1064147949219,673700,0.0,0.0
2018-11-23 00:00:00-05:00,353.6371169272318,359.9799035541894,353.3479966499433,356.2215270996094,299400,0.0,0.0
2018-11-26 00:00:00-05:00,361.94234449022974,371.6492626649282,360.4617727127482,366.62933349609375,815000,0.0,0.0
